Brand,BrandLogin,BrandPassword,DeviceIP,ActivationID,ActivationPassword,CustomerName,Email,EmailDomain,FirstName,LastName,StreetAddress,Industry,City,State,Zip,Country,AddContact,Reports-ReportType,Reports-ReportFormat,Reports-Customer,Reports-CoverPageNotes,Reports-PartneredCustomers,Reports-NonPartneredCustomers,Reports-ConnectionSummary,Reports-CustomerAddress,Reports-CustomerContacts,Reports-DeviceCategories,Reports-DeviceSummary,Reports-DeviceDetails,Reports-MarketShare,Reports-Severity,Reports-EmergencyEvents,Reports-AlertEvents,Reports-CriticalEvents,Reports-ErrorEvents,Reports-WarningEvents,Reports-NoticeEvents,Reports-InformationalEvents,Reports-EventHistoryEventGlossary,Reports-CustomerInformation,Reports-DeviceStatus,Reports-InternetConnectivity,Reports-MonitoredNetwork,Reports-NetworkEvents,Reports-TransmittedNotificationEvents,Reports-InhibitedNotificationEvents,Reports-RetransmittedNotificationEvents,Reports-NotificationHistoryEventGlossary,Reports-Frequency,Reports-StartDate,Reports-EndDate,Reports-ScheduleStartDate,Reports-ScheduleEndDate,Reports-Notify,Reports-ReportRecipient,Reports-RecipientEmail,Reports-RecipientEmailDomain,Reports-EmailMessage
,,,192.168.151.127,87185.361,123123,uc151,c51,@www.qa7.l1.cisco.com,y,aa,Street151,y,City151,State151,75082-151,USA,yes,Customer Inventory,XHTML,UC 151,Customer Inventory xhtml - 151,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Every Day,4/29/2011,4/27/2011,4/29/2011,No end Date,yes,y aa (UC 151),c51,@www.qa7.l1.cisco.com,report inventory xhtml 151
,,,192.168.152.12,53284.361,123123,uc152,c52,@www.qa7.l1.cisco.com,z,aa,Street152,z,City152,State152,75082-152,USA,yes,Customer Inventory,XHTML,UC 152,Customer Inventory xhtml - 152,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Every Day,4/29/2011,4/27/2011,4/29/2011,No end Date,yes,z aa (UC 152),c52,@www.qa7.l1.cisco.com,report inventory xhtml 152
,,,192.168.153.166,40746.361,123123,uc153,c53,@www.qa7.l1.cisco.com,a,aaa,Street153,a,City153,State153,75082-153,USA,yes,Customer Inventory,XHTML,UC 153,Customer Inventory xhtml - 153,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Every Day,4/29/2011,4/27/2011,4/29/2011,No end Date,yes,a aaa (UC 153),c53,@www.qa7.l1.cisco.com,report inventory xhtml 153
,,,192.168.154.115,76113.361,123123,uc154,c54,@www.qa7.l1.cisco.com,b,aaa,Street154,b,City154,State154,75082-154,USA,yes,Customer Inventory,XHTML,UC 154,Customer Inventory xhtml - 154,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Every Day,4/29/2011,4/27/2011,4/29/2011,No end Date,yes,b aaa (UC 154),c54,@www.qa7.l1.cisco.com,report inventory xhtml 154
,,,192.168.155.132,33937.361,123123,uc155,c55,@www.qa7.l1.cisco.com,c,aaa,Street155,c,City155,State155,75082-155,USA,yes,Customer Inventory,XHTML,UC 155,Customer Inventory xhtml - 155,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Every Day,4/29/2011,4/27/2011,4/29/2011,No end Date,yes,c aaa (UC 155),c55,@www.qa7.l1.cisco.com,report inventory xhtml 155
,,,192.168.156.12,45964.361,123123,uc156,c56,@www.qa7.l1.cisco.com,d,aaa,Street156,d,City156,State156,75082-156,USA,yes,Customer Inventory,XHTML,UC 156,Customer Inventory xhtml - 156,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Every Day,4/29/2011,4/27/2011,4/29/2011,No end Date,yes,d aaa (UC 156),c56,@www.qa7.l1.cisco.com,report inventory xhtml 156
,,,192.168.157.197,72880.361,123123,uc157,c57,@www.qa7.l1.cisco.com,e,aaa,Street157,e,City157,State157,75082-157,USA,yes,Customer Inventory,XHTML,UC 157,Customer Inventory xhtml - 157,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Every Day,4/29/2011,4/27/2011,4/29/2011,No end Date,yes,e aaa (UC 157),c57,@www.qa7.l1.cisco.com,report inventory xhtml 157
,,,192.168.158.123,7716.361,123123,uc158,c58,@www.qa7.l1.cisco.com,f,aaa,Street158,f,City158,State158,75082-158,USA,yes,Customer Inventory,XHTML,UC 158,Customer Inventory xhtml - 158,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Every Day,4/29/2011,4/27/2011,4/29/2011,No end Date,yes,f aaa (UC 158),c58,@www.qa7.l1.cisco.com,report inventory xhtml 158
,,,192.168.159.109,86640.361,123123,uc159,c59,@www.qa7.l1.cisco.com,g,aaa,Street159,g,City159,State159,75082-159,USA,yes,Customer Inventory,XHTML,UC 159,Customer Inventory xhtml - 159,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Every Day,4/29/2011,4/27/2011,4/29/2011,No end Date,yes,g aaa (UC 159),c59,@www.qa7.l1.cisco.com,report inventory xhtml 159
,,,192.168.160.56,6801.361,123123,uc160,c60,@www.qa7.l1.cisco.com,h,aaa,Street160,h,City160,State160,75082-160,USA,yes,Customer Inventory,XHTML,UC 160,Customer Inventory xhtml - 160,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Every Day,4/29/2011,4/27/2011,4/29/2011,No end Date,yes,h aaa (UC 160),c60,@www.qa7.l1.cisco.com,report inventory xhtml 160
,,,192.168.161.12,49039.361,123123,uc161,c61,@www.qa7.l1.cisco.com,i,aaa,Street161,i,City161,State161,75082-161,USA,yes,Customer Inventory,XHTML,UC 161,Customer Inventory xhtml - 161,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Every Day,4/29/2011,4/27/2011,4/29/2011,No end Date,yes,i aaa (UC 161),c61,@www.qa7.l1.cisco.com,report inventory xhtml 161
,,,192.168.162.119,6724.361,123123,uc162,c62,@www.qa7.l1.cisco.com,j,aaa,Street162,j,City162,State162,75082-162,USA,yes,Customer Inventory,XHTML,UC 162,Customer Inventory xhtml - 162,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Every Day,4/29/2011,4/27/2011,4/29/2011,No end Date,yes,j aaa (UC 162),c62,@www.qa7.l1.cisco.com,report inventory xhtml 162
,,,192.168.163.12,63230.361,123123,uc163,c63,@www.qa7.l1.cisco.com,k,aaa,Street163,k,City163,State163,75082-163,USA,yes,Customer Inventory,XHTML,UC 163,Customer Inventory xhtml - 163,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Every Day,4/29/2011,4/27/2011,4/29/2011,No end Date,yes,k aaa (UC 163),c63,@www.qa7.l1.cisco.com,report inventory xhtml 163
,,,192.168.164.175,86688.361,123123,uc164,c64,@www.qa7.l1.cisco.com,l,aaa,Street164,l,City164,State164,75082-164,USA,yes,Customer Inventory,XHTML,UC 164,Customer Inventory xhtml - 164,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Every Day,4/29/2011,4/27/2011,4/29/2011,No end Date,yes,l aaa (UC 164),c64,@www.qa7.l1.cisco.com,report inventory xhtml 164
,,,192.168.165.23,43810.361,123123,uc165,c65,@www.qa7.l1.cisco.com,m,aaa,Street165,m,City165,State165,75082-165,USA,yes,Customer Inventory,XHTML,UC 165,Customer Inventory xhtml - 165,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Every Day,4/29/2011,4/27/2011,4/29/2011,No end Date,yes,m aaa (UC 165),c65,@www.qa7.l1.cisco.com,report inventory xhtml 165
,,,192.168.166.12,32766.361,123123,uc166,c66,@www.qa7.l1.cisco.com,n,aaa,Street166,n,City166,State166,75082-166,USA,yes,Customer Inventory,XHTML,UC 166,Customer Inventory xhtml - 166,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Every Day,4/29/2011,4/27/2011,4/29/2011,No end Date,yes,n aaa (UC 166),c66,@www.qa7.l1.cisco.com,report inventory xhtml 166
,,,192.168.167.12,44534.361,123123,uc167,c67,@www.qa7.l1.cisco.com,o,aaa,Street167,o,City167,State167,75082-167,USA,yes,Customer Inventory,XHTML,UC 167,Customer Inventory xhtml - 167,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Every Day,4/29/2011,4/27/2011,4/29/2011,No end Date,yes,o aaa (UC 167),c67,@www.qa7.l1.cisco.com,report inventory xhtml 167
,,,192.168.168.138,34883.361,123123,uc168,c68,@www.qa7.l1.cisco.com,p,aaa,Street168,p,City168,State168,75082-168,USA,yes,Customer Inventory,XHTML,UC 168,Customer Inventory xhtml - 168,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Every Day,4/29/2011,4/27/2011,4/29/2011,No end Date,yes,p aaa (UC 168),c68,@www.qa7.l1.cisco.com,report inventory xhtml 168
,,,192.168.169.97,56235.361,123123,uc169,c69,@www.qa7.l1.cisco.com,q,aaa,Street169,q,City169,State169,75082-169,USA,yes,Customer Inventory,XHTML,UC 169,Customer Inventory xhtml - 169,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Every Day,4/29/2011,4/27/2011,4/29/2011,No end Date,yes,q aaa (UC 169),c69,@www.qa7.l1.cisco.com,report inventory xhtml 169
,,,192.168.170.12,93733.361,123123,uc170,c70,@www.qa7.l1.cisco.com,r,aaa,Street170,r,City170,State170,75082-170,USA,yes,Customer Inventory,XHTML,UC 170,Customer Inventory xhtml - 170,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Every Day,4/29/2011,4/27/2011,4/29/2011,No end Date,yes,r aaa (UC 170),c70,@www.qa7.l1.cisco.com,report inventory xhtml 170
,,,192.168.171.11,7986.361,123123,uc171,c71,@www.qa7.l1.cisco.com,s,aaa,Street171,s,City171,State171,75082-171,USA,yes,Customer Inventory,XHTML,UC 171,Customer Inventory xhtml - 171,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Every Day,4/29/2011,4/27/2011,4/29/2011,No end Date,yes,s aaa (UC 171),c71,@www.qa7.l1.cisco.com,report inventory xhtml 171
,,,192.168.172.132,91761.361,123123,uc172,c72,@www.qa7.l1.cisco.com,t,aaa,Street172,t,City172,State172,75082-172,USA,yes,Customer Inventory,XHTML,UC 172,Customer Inventory xhtml - 172,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Every Day,4/29/2011,4/27/2011,4/29/2011,No end Date,yes,t aaa (UC 172),c72,@www.qa7.l1.cisco.com,report inventory xhtml 172
,,,192.168.173.153,15841.361,123123,uc173,c73,@www.qa7.l1.cisco.com,u,aaa,Street173,u,City173,State173,75082-173,USA,yes,Customer Inventory,XHTML,UC 173,Customer Inventory xhtml - 173,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Every Day,4/29/2011,4/27/2011,4/29/2011,No end Date,yes,u aaa (UC 173),c73,@www.qa7.l1.cisco.com,report inventory xhtml 173
,,,192.168.174.182,13488.361,123123,uc174,c74,@www.qa7.l1.cisco.com,v,aaa,Street174,v,City174,State174,75082-174,USA,yes,Customer Inventory,XHTML,UC 174,Customer Inventory xhtml - 174,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Every Day,4/29/2011,4/27/2011,4/29/2011,No end Date,yes,v aaa (UC 174),c74,@www.qa7.l1.cisco.com,report inventory xhtml 174
,,,192.168.175.106,3161.361,123123,uc175,c75,@www.qa7.l1.cisco.com,w,aaa,Street175,w,City175,State175,75082-175,USA,yes,Customer Inventory,XHTML,UC 175,Customer Inventory xhtml - 175,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Every Day,4/29/2011,4/27/2011,4/29/2011,No end Date,yes,w aaa (UC 175),c75,@www.qa7.l1.cisco.com,report inventory xhtml 175
,,,192.168.176.100,10636.361,123123,uc176,c76,@www.qa7.l1.cisco.com,x,aaa,Street176,x,City176,State176,75082-176,USA,yes,Customer Inventory,XHTML,UC 176,Customer Inventory xhtml - 176,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Every Day,4/29/2011,4/27/2011,4/29/2011,No end Date,yes,x aaa (UC 176),c76,@www.qa7.l1.cisco.com,report inventory xhtml 176
,,,192.168.177.120,76387.361,123123,uc177,c77,@www.qa7.l1.cisco.com,y,aaa,Street177,y,City177,State177,75082-177,USA,yes,Customer Inventory,XHTML,UC 177,Customer Inventory xhtml - 177,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Every Day,4/29/2011,4/27/2011,4/29/2011,No end Date,yes,y aaa (UC 177),c77,@www.qa7.l1.cisco.com,report inventory xhtml 177
,,,192.168.180.128,93477.361,123123,uc178,c78,@www.qa7.l1.cisco.com,z,aaa,Street178,z,City178,State178,75082-178,USA,yes,Customer Inventory,XHTML,UC 178,Customer Inventory xhtml - 178,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Every Day,4/29/2011,4/27/2011,4/29/2011,No end Date,yes,z aaa (UC 178),c78,@www.qa7.l1.cisco.com,report inventory xhtml 178
,,,192.168.179.33,51328.361,123123,uc179,c79,@www.qa7.l1.cisco.com,a,b,Street179,a,City179,State179,75082-179,USA,yes,Customer Inventory,XHTML,UC 179,Customer Inventory xhtml - 179,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Every Day,4/29/2011,4/27/2011,4/29/2011,No end Date,yes,a b (UC 179),c79,@www.qa7.l1.cisco.com,report inventory xhtml 179
,,,192.168.180.119,70422.361,123123,uc180,c80,@www.qa7.l1.cisco.com,b,b,Street180,b,City180,State180,75082-180,USA,yes,Customer Inventory,XHTML,UC 180,Customer Inventory xhtml - 180,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Every Day,4/29/2011,4/27/2011,4/29/2011,No end Date,yes,b b (UC 180),c80,@www.qa7.l1.cisco.com,report inventory xhtml 180
,,,192.168.181.101,67436.361,123123,sa181,c81,@www.qa7.l1.cisco.com,c,b,Street181,c,City181,State181,75082-181,USA,yes,Customer Inventory,XHTML,SA 181,Customer Inventory xhtml - 181,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Every Day,4/29/2011,4/27/2011,4/29/2011,No end Date,yes,c b (SA 181),c81,@www.qa7.l1.cisco.com,report inventory xhtml 181
,,,192.168.182.101,58011.361,123123,sa182,c82,@www.qa7.l1.cisco.com,d,b,Street182,d,City182,State182,75082-182,USA,yes,Customer Inventory,XHTML,SA 182,Customer Inventory xhtml - 182,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Every Day,4/29/2011,4/27/2011,4/29/2011,No end Date,yes,d b (SA 182),c82,@www.qa7.l1.cisco.com,report inventory xhtml 182
,,,192.168.183.100,26141.361,123123,sa183,c83,@www.qa7.l1.cisco.com,e,b,Street183,e,City183,State183,75082-183,USA,yes,Customer Inventory,XHTML,SA 183,Customer Inventory xhtml - 183,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Every Day,4/29/2011,4/27/2011,4/29/2011,No end Date,yes,e b (SA 183),c83,@www.qa7.l1.cisco.com,report inventory xhtml 183
,,,192.168.184.100,100.361,123123,sa184,c84,@www.qa7.l1.cisco.com,f,b,Street184,f,City184,State184,75082-184,USA,yes,Customer Inventory,XHTML,SA 184,Customer Inventory xhtml - 184,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Every Day,4/29/2011,4/27/2011,4/29/2011,No end Date,yes,f b (SA 184),c84,@www.qa7.l1.cisco.com,report inventory xhtml 184
,,,192.168.185.100,33931.361,123123,sa185,c85,@www.qa7.l1.cisco.com,g,b,Street185,g,City185,State185,75082-185,USA,yes,Customer Inventory,XHTML,SA 185,Customer Inventory xhtml - 185,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Every Day,4/29/2011,4/27/2011,4/29/2011,No end Date,yes,g b (SA 185),c85,@www.qa7.l1.cisco.com,report inventory xhtml 185
,,,192.168.186.100,73604.361,123123,sa186,c86,@www.qa7.l1.cisco.com,h,b,Street186,h,City186,State186,75082-186,USA,yes,Customer Inventory,XHTML,SA 186,Customer Inventory xhtml - 186,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Every Day,4/29/2011,4/27/2011,4/29/2011,No end Date,yes,h b (SA 186),c86,@www.qa7.l1.cisco.com,report inventory xhtml 186
,,,192.168.187.101,34384.361,123123,sa187,c87,@www.qa7.l1.cisco.com,i,b,Street187,i,City187,State187,75082-187,USA,yes,Customer Inventory,XHTML,SA 187,Customer Inventory xhtml - 187,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Every Day,4/29/2011,4/27/2011,4/29/2011,No end Date,yes,i b (SA 187),c87,@www.qa7.l1.cisco.com,report inventory xhtml 187
,,,192.168.188.100,1487.361,123123,sa188,c88,@www.qa7.l1.cisco.com,j,b,Street188,j,City188,State188,75082-188,USA,yes,Customer Inventory,XHTML,SA 188,Customer Inventory xhtml - 188,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Every Day,4/29/2011,4/27/2011,4/29/2011,No end Date,yes,j b (SA 188),c88,@www.qa7.l1.cisco.com,report inventory xhtml 188
,,,192.168.189.100,91368.361,123123,sa189,c89,@www.qa7.l1.cisco.com,k,b,Street189,k,City189,State189,75082-189,USA,yes,Customer Inventory,XHTML,SA 189,Customer Inventory xhtml - 189,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Every Day,4/29/2011,4/27/2011,4/29/2011,No end Date,yes,k b (SA 189),c89,@www.qa7.l1.cisco.com,report inventory xhtml 189
,,,192.168.190.100,50925.361,123123,sa190,c90,@www.qa7.l1.cisco.com,l,b,Street190,l,City190,State190,75082-190,USA,yes,Customer Inventory,XHTML,SA 190,Customer Inventory xhtml - 190,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Every Day,4/29/2011,4/27/2011,4/29/2011,No end Date,yes,l b (SA 190),c90,@www.qa7.l1.cisco.com,report inventory xhtml 190
,,,192.168.191.100,31543.361,123123,sa191,c91,@www.qa7.l1.cisco.com,m,b,Street191,m,City191,State191,75082-191,USA,yes,Customer Inventory,XHTML,SA 191,Customer Inventory xhtml - 191,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Every Day,4/29/2011,4/27/2011,4/29/2011,No end Date,yes,m b (SA 191),c91,@www.qa7.l1.cisco.com,report inventory xhtml 191
,,,192.168.192.100,59420.361,123123,sa192,c92,@www.qa7.l1.cisco.com,n,b,Street192,n,City192,State192,75082-192,USA,yes,Customer Inventory,XHTML,SA 192,Customer Inventory xhtml - 192,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Every Day,4/29/2011,4/27/2011,4/29/2011,No end Date,yes,n b (SA 192),c92,@www.qa7.l1.cisco.com,report inventory xhtml 192
,,,192.168.193.100,35487.361,123123,sa193,c93,@www.qa7.l1.cisco.com,o,b,Street193,o,City193,State193,75082-193,USA,yes,Customer Inventory,XHTML,SA 193,Customer Inventory xhtml - 193,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Every Day,4/29/2011,4/27/2011,4/29/2011,No end Date,yes,o b (SA 193),c93,@www.qa7.l1.cisco.com,report inventory xhtml 193
,,,192.168.194.100,59815.361,123123,sa194,c94,@www.qa7.l1.cisco.com,p,b,Street194,p,City194,State194,75082-194,USA,yes,Customer Inventory,XHTML,SA 194,Customer Inventory xhtml - 194,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Every Day,4/29/2011,4/27/2011,4/29/2011,No end Date,yes,p b (SA 194),c94,@www.qa7.l1.cisco.com,report inventory xhtml 194
,,,192.168.195.100,78163.361,123123,sa195,c95,@www.qa7.l1.cisco.com,q,b,Street195,q,City195,State195,75082-195,USA,yes,Customer Inventory,XHTML,SA 195,Customer Inventory xhtml - 195,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Every Day,4/29/2011,4/27/2011,4/29/2011,No end Date,yes,q b (SA 195),c95,@www.qa7.l1.cisco.com,report inventory xhtml 195
